"LISTING_ID","START_DATE","END_DATE","NUM_DAYS_AVAILABLE","MINIMUM_NIGHTS_TO_BOOK","MAXIMUM_NIGHTS_TO_BOOK"
182613,"2021-07-12","2021-10-31",112,91,1125
